#session,step,active_part,passive_part,action,msg_content,msg_type
2,1,bob,charlie,sent,@2a5ca609;@20e2cbe0,javax.crypto.SealedObject
2,1,charlie,bob,received,@2a5ca609;@20e2cbe0,javax.crypto.SealedObject
2,1,charlie,-,eq_check,charlie,java.lang.String.toString
2,1,charlie,-,eq_check,,sun.security.rsa.RSAPublicKeyImpl.toString
2,2,charlie,-,generateNumber,X4,anbxj.Crypto_ByteArray
2,2,charlie,-,generateNumber,X5,anbxj.Crypto_ByteArray
2,2,charlie,-,AnBx_Params,alice;david;charlie;X5;X3,anbxj.AnBx_Params
2,2,charlie,bob,sent,@490ab905;@3f49dace,javax.crypto.SealedObject
2,2,bob,charlie,received,@490ab905;@3f49dace,javax.crypto.SealedObject
2,2,bob,-,inv_check,@1b604f19;@7823a2f9,anbxj.Crypto_SealedPair.toString
2,3,bob,alice,sent,@1b604f19;@7823a2f9,javax.crypto.SealedObject
2,3,alice,bob,received,@1b604f19;@7823a2f9,javax.crypto.SealedObject
2,3,alice,-,eq_check,alice,java.lang.String.toString
2,3,alice,-,eq_check,charlie,java.lang.String.toString
2,3,alice,-,eq_check,david,java.lang.String.toString
2,3,alice,-,eq_check,X3,anbxj.Crypto_ByteArray.toString
2,4,alice,-,AnBx_Params,alice;david;charlie;X5;X3,anbxj.AnBx_Params
2,4,alice,bob,sent,@3b0143d3;@6ddf90b0,javax.crypto.SealedObject
2,4,bob,alice,received,@3b0143d3;@6ddf90b0,javax.crypto.SealedObject
2,4,bob,-,inv_check,@724af044;@4678c730,anbxj.Crypto_SealedPair.toString
2,5,bob,david,sent,@724af044;@4678c730,javax.crypto.SealedObject
2,5,david,bob,received,@724af044;@4678c730,javax.crypto.SealedObject
2,5,david,-,inv_check,X5,anbxj.Crypto_ByteArray.toString
2,5,david,-,inv_check,X3,anbxj.Crypto_ByteArray.toString
2,5,david,-,eq_check,alice,java.lang.String.toString
2,5,david,-,eq_check,david,java.lang.String.toString
2,6,david,-,AnBx_Params,alice;david,anbxj.AnBx_Params
2,6,david,-,AnBx_Params,@1e88b3c;X3,anbxj.AnBx_Params
2,6,david,bob,sent,@4883b407;@6093dd95,javax.crypto.SealedObject
2,6,bob,david,received,@4883b407;@6093dd95,javax.crypto.SealedObject
2,6,bob,-,inv_check,@55f3ddb1;@8bd1b6a,anbxj.Crypto_SealedPair.toString
2,7,bob,alice,sent,@55f3ddb1;@8bd1b6a,javax.crypto.SealedObject
2,7,alice,bob,received,@55f3ddb1;@8bd1b6a,javax.crypto.SealedObject
2,7,alice,-,AnBx_Params,@3a5ed7a6;X3,anbxj.AnBx_Params
2,7,alice,-,inv_check,@3a5ed7a6,java.security.SignedObject.toString
2,7,alice,-,AnBx_Params,@1d16f93d;X3,anbxj.AnBx_Params
2,7,alice,-,eq_check,X3,anbxj.Crypto_ByteArray.toString
2,7,alice,-,AnBx_Params,alice;david,anbxj.AnBx_Params
2,7,alice,-,eq_check,alice,java.lang.String.toString
2,7,alice,-,eq_check,david,java.lang.String.toString
2,7,alice,-,eq_check,alice;david,anbxj.AnBx_Params.toString
2,8,alice,-,AnBx_Params,@3a5ed7a6;X3,anbxj.AnBx_Params
2,8,alice,bob,sent,@23e028a9;@5bc79255,javax.crypto.SealedObject
2,8,bob,alice,received,@23e028a9;@5bc79255,javax.crypto.SealedObject
2,8,bob,-,inv_check,@475530b9;@1d057a39,anbxj.Crypto_SealedPair.toString
2,9,bob,charlie,sent,@475530b9;@1d057a39,javax.crypto.SealedObject
2,9,charlie,bob,received,@475530b9;@1d057a39,javax.crypto.SealedObject
2,9,charlie,-,inv_check,alice,java.lang.String.toString
2,9,charlie,-,inv_check,@1ed4004b,java.security.SignedObject.toString
2,9,charlie,-,inv_check,X3,anbxj.Crypto_ByteArray.toString
2,9,charlie,-,eq_check,charlie,java.lang.String.toString
2,9,charlie,-,eq_check,X3,anbxj.Crypto_ByteArray.toString
2,9,charlie,-,eq_check,X3,anbxj.Crypto_ByteArray.toString
2,9,charlie,-,AnBx_Params,alice;david,anbxj.AnBx_Params
2,9,charlie,-,eq_check,alice,java.lang.String.toString
2,9,charlie,-,eq_check,david,java.lang.String.toString
2,9,charlie,-,eq_check,alice;david,anbxj.AnBx_Params.toString
2,10,charlie,bob,sent,@5025a98f;@6adede5,javax.crypto.SealedObject
2,10,bob,charlie,received,@5025a98f;@6adede5,javax.crypto.SealedObject
2,10,bob,-,inv_check,@46d56d67;@d8355a8,anbxj.Crypto_SealedPair.toString
2,11,bob,alice,sent,@d2cc05a;@4f933fd1,javax.crypto.SealedObject
2,11,alice,bob,received,@d2cc05a;@4f933fd1,javax.crypto.SealedObject
2,11,alice,-,inv_check,X1,anbxj.Crypto_ByteArray.toString
3,0,alice,-,generateNumber,X6,anbxj.Crypto_ByteArray
3,0,alice,-,AnBx_Params,alice;charlie;X6,anbxj.AnBx_Params
3,0,alice,bob,sent,@50b494a6;@6ebc05a6,javax.crypto.SealedObject
3,0,bob,alice,received,@50b494a6;@6ebc05a6,javax.crypto.SealedObject
3,0,bob,-,inv_check,@59fa1d9b;@28d25987,anbxj.Crypto_SealedPair.toString
3,1,bob,charlie,sent,@59fa1d9b;@28d25987,javax.crypto.SealedObject
3,1,charlie,bob,received,@59fa1d9b;@28d25987,javax.crypto.SealedObject
3,1,charlie,-,eq_check,charlie,java.lang.String.toString
3,1,charlie,-,eq_check,,sun.security.rsa.RSAPublicKeyImpl.toString
3,2,charlie,-,generateNumber,X7,anbxj.Crypto_ByteArray
3,2,charlie,-,generateNumber,X8,anbxj.Crypto_ByteArray
3,2,charlie,-,AnBx_Params,alice;david;charlie;X8;X6,anbxj.AnBx_Params
3,2,charlie,bob,sent,@a67c67e;@71318ec4,javax.crypto.SealedObject
3,2,bob,charlie,received,@a67c67e;@71318ec4,javax.crypto.SealedObject
3,2,bob,-,inv_check,@29774679;@3ffc5af1,anbxj.Crypto_SealedPair.toString
3,3,bob,alice,sent,@29774679;@3ffc5af1,javax.crypto.SealedObject
3,3,alice,bob,received,@29774679;@3ffc5af1,javax.crypto.SealedObject
3,3,alice,-,eq_check,alice,java.lang.String.toString
3,3,alice,-,eq_check,charlie,java.lang.String.toString
3,3,alice,-,eq_check,david,java.lang.String.toString
3,3,alice,-,eq_check,X6,anbxj.Crypto_ByteArray.toString
3,4,alice,-,AnBx_Params,alice;david;charlie;X8;X6,anbxj.AnBx_Params
3,4,alice,bob,sent,@68bbe345;@72b6cbcc,javax.crypto.SealedObject
3,4,bob,alice,received,@68bbe345;@72b6cbcc,javax.crypto.SealedObject
3,4,bob,-,inv_check,@ae45eb6;@59f99ea,anbxj.Crypto_SealedPair.toString
3,5,bob,david,sent,@ae45eb6;@59f99ea,javax.crypto.SealedObject
3,5,david,bob,received,@ae45eb6;@59f99ea,javax.crypto.SealedObject
3,5,david,-,inv_check,X8,anbxj.Crypto_ByteArray.toString
3,5,david,-,inv_check,X6,anbxj.Crypto_ByteArray.toString
3,5,david,-,eq_check,alice,java.lang.String.toString
3,5,david,-,eq_check,david,java.lang.String.toString
3,6,david,-,AnBx_Params,alice;david,anbxj.AnBx_Params
3,6,david,-,AnBx_Params,@1a968a59;X6,anbxj.AnBx_Params
3,6,david,bob,sent,@31ef45e3;@3abbfa04,javax.crypto.SealedObject
3,6,bob,david,received,@31ef45e3;@3abbfa04,javax.crypto.SealedObject
3,6,bob,-,inv_check,@66a3ffec;@77caeb3e,anbxj.Crypto_SealedPair.toString
3,7,bob,alice,sent,@66a3ffec;@77caeb3e,javax.crypto.SealedObject
3,7,alice,bob,received,@66a3ffec;@77caeb3e,javax.crypto.SealedObject
3,7,alice,-,AnBx_Params,@5e853265;X6,anbxj.AnBx_Params
3,7,alice,-,inv_check,@5e853265,java.security.SignedObject.toString
3,7,alice,-,AnBx_Params,@2a17b7b6;X6,anbxj.AnBx_Params
3,7,alice,-,eq_check,X6,anbxj.Crypto_ByteArray.toString
3,7,alice,-,AnBx_Params,alice;david,anbxj.AnBx_Params
3,7,alice,-,eq_check,alice,java.lang.String.toString
3,7,alice,-,eq_check,david,java.lang.String.toString
3,7,alice,-,eq_check,alice;david,anbxj.AnBx_Params.toString
3,8,alice,-,AnBx_Params,@5e853265;X6,anbxj.AnBx_Params
3,8,alice,bob,sent,@7f13d6e;@711f39f9,javax.crypto.SealedObject
3,8,bob,alice,received,@7f13d6e;@711f39f9,javax.crypto.SealedObject
3,8,bob,-,inv_check,@5e3a8624;@5c3bd550,anbxj.Crypto_SealedPair.toString
3,9,bob,charlie,sent,@5e3a8624;@5c3bd550,javax.crypto.SealedObject
3,9,charlie,bob,received,@5e3a8624;@5c3bd550,javax.crypto.SealedObject
3,9,charlie,-,inv_check,alice,java.lang.String.toString
3,9,charlie,-,inv_check,@4fe3c938,java.security.SignedObject.toString
3,9,charlie,-,inv_check,X6,anbxj.Crypto_ByteArray.toString
3,9,charlie,-,eq_check,charlie,java.lang.String.toString
3,9,charlie,-,eq_check,X6,anbxj.Crypto_ByteArray.toString
3,9,charlie,-,eq_check,X6,anbxj.Crypto_ByteArray.toString
3,9,charlie,-,AnBx_Params,alice;david,anbxj.AnBx_Params
3,9,charlie,-,eq_check,alice,java.lang.String.toString
3,9,charlie,-,eq_check,david,java.lang.String.toString
3,9,charlie,-,eq_check,alice;david,anbxj.AnBx_Params.toString
3,10,charlie,bob,sent,@6d7b4f4c;@2286778,javax.crypto.SealedObject
3,10,bob,charlie,received,@6d7b4f4c;@2286778,javax.crypto.SealedObject
3,10,bob,-,inv_check,@6a41eaa2;@7cd62f43,anbxj.Crypto_SealedPair.toString
3,11,bob,alice,sent,@6a41eaa2;@7cd62f43,javax.crypto.SealedObject
3,11,alice,bob,received,@6a41eaa2;@7cd62f43,javax.crypto.SealedObject
3,11,alice,-,inv_check,X7,anbxj.Crypto_ByteArray.toString
4,0,alice,-,generateNumber,X9,anbxj.Crypto_ByteArray
4,0,alice,-,AnBx_Params,alice;charlie;X9,anbxj.AnBx_Params
4,0,alice,bob,sent,@4d95d2a2;@167fdd33,javax.crypto.SealedObject
4,0,bob,alice,received,@4d95d2a2;@167fdd33,javax.crypto.SealedObject
4,0,bob,-,inv_check,@7d9d1a19;@39c0f4a,anbxj.Crypto_SealedPair.toString
4,1,bob,charlie,sent,@7d9d1a19;@39c0f4a,javax.crypto.SealedObject
4,1,charlie,bob,received,@7d9d1a19;@39c0f4a,javax.crypto.SealedObject
4,1,charlie,-,eq_check,charlie,java.lang.String.toString
4,1,charlie,-,eq_check,,sun.security.rsa.RSAPublicKeyImpl.toString
4,2,charlie,-,generateNumber,X10,anbxj.Crypto_ByteArray
4,2,charlie,-,generateNumber,X11,anbxj.Crypto_ByteArray
4,2,charlie,-,AnBx_Params,alice;david;charlie;X11;X9,anbxj.AnBx_Params
4,2,charlie,bob,sent,@3b0143d3;@6ddf90b0,javax.crypto.SealedObject
4,2,bob,charlie,received,@3b0143d3;@6ddf90b0,javax.crypto.SealedObject
4,2,bob,-,inv_check,@53b32d7;@5442a311,anbxj.Crypto_SealedPair.toString
4,3,bob,alice,sent,@53b32d7;@5442a311,javax.crypto.SealedObject
4,3,alice,bob,received,@53b32d7;@5442a311,javax.crypto.SealedObject
4,3,alice,-,eq_check,alice,java.lang.String.toString
4,3,alice,-,eq_check,charlie,java.lang.String.toString
4,3,alice,-,eq_check,david,java.lang.String.toString
4,3,alice,-,eq_check,X9,anbxj.Crypto_ByteArray.toString
4,4,alice,-,AnBx_Params,alice;david;charlie;X11;X9,anbxj.AnBx_Params
4,4,alice,bob,sent,@e320068;@59e5ddf,javax.crypto.SealedObject
4,4,bob,alice,received,@e320068;@59e5ddf,javax.crypto.SealedObject
4,4,bob,-,inv_check,@204f30ec;@e25b2fe,anbxj.Crypto_SealedPair.toString
4,5,bob,david,sent,@204f30ec;@e25b2fe,javax.crypto.SealedObject
4,5,david,bob,received,@204f30ec;@e25b2fe,javax.crypto.SealedObject
4,5,david,-,inv_check,X11,anbxj.Crypto_ByteArray.toString
4,5,david,-,inv_check,X9,anbxj.Crypto_ByteArray.toString
4,5,david,-,eq_check,alice,java.lang.String.toString
4,5,david,-,eq_check,david,java.lang.String.toString
4,6,david,-,AnBx_Params,alice;david,anbxj.AnBx_Params
4,6,david,-,AnBx_Params,@6500df86;X9,anbxj.AnBx_Params
4,6,david,bob,sent,@6e06451e;@490ab905,javax.crypto.SealedObject
4,6,bob,david,received,@6e06451e;@490ab905,javax.crypto.SealedObject
4,6,bob,-,inv_check,@464bee09;@f6c48ac,anbxj.Crypto_SealedPair.toString
4,7,bob,alice,sent,@464bee09;@f6c48ac,javax.crypto.SealedObject
4,7,alice,bob,received,@464bee09;@f6c48ac,javax.crypto.SealedObject
4,7,alice,-,AnBx_Params,@4232c52b;X9,anbxj.AnBx_Params
4,7,alice,-,inv_check,@4232c52b,java.security.SignedObject.toString
4,7,alice,-,AnBx_Params,@305fd85d;X9,anbxj.AnBx_Params
4,7,alice,-,eq_check,X9,anbxj.Crypto_ByteArray.toString
4,7,alice,-,AnBx_Params,alice;david,anbxj.AnBx_Params
4,7,alice,-,eq_check,alice,java.lang.String.toString
4,7,alice,-,eq_check,david,java.lang.String.toString
4,7,alice,-,eq_check,alice;david,anbxj.AnBx_Params.toString
4,8,alice,-,AnBx_Params,@4232c52b;X9,anbxj.AnBx_Params
4,8,alice,bob,sent,@52feb982;@33c7e1bb,javax.crypto.SealedObject
4,8,bob,alice,received,@52feb982;@33c7e1bb,javax.crypto.SealedObject
4,8,bob,-,inv_check,@31ef45e3;@598067a5,anbxj.Crypto_SealedPair.toString
4,9,bob,charlie,sent,@31ef45e3;@598067a5,javax.crypto.SealedObject
4,9,charlie,bob,received,@31ef45e3;@598067a5,javax.crypto.SealedObject
4,9,charlie,-,inv_check,alice,java.lang.String.toString
4,9,charlie,-,inv_check,@1d16f93d,java.security.SignedObject.toString
4,9,charlie,-,inv_check,X9,anbxj.Crypto_ByteArray.toString
4,9,charlie,-,eq_check,charlie,java.lang.String.toString
4,9,charlie,-,eq_check,X9,anbxj.Crypto_ByteArray.toString
4,9,charlie,-,eq_check,X9,anbxj.Crypto_ByteArray.toString
4,9,charlie,-,AnBx_Params,alice;david,anbxj.AnBx_Params
4,9,charlie,-,eq_check,alice,java.lang.String.toString
4,9,charlie,-,eq_check,david,java.lang.String.toString
4,9,charlie,-,eq_check,alice;david,anbxj.AnBx_Params.toString
4,10,charlie,bob,sent,@23e028a9;@5bc79255,javax.crypto.SealedObject
4,10,bob,charlie,received,@23e028a9;@5bc79255,javax.crypto.SealedObject
4,10,bob,-,inv_check,@4f7d0008;@271053e1,anbxj.Crypto_SealedPair.toString
4,11,bob,alice,sent,@4f7d0008;@271053e1,javax.crypto.SealedObject
4,11,alice,bob,received,@4f7d0008;@271053e1,javax.crypto.SealedObject
4,11,alice,-,inv_check,X10,anbxj.Crypto_ByteArray.toString
5,0,alice,-,generateNumber,X12,anbxj.Crypto_ByteArray
5,0,alice,-,AnBx_Params,alice;charlie;X12,anbxj.AnBx_Params
5,0,alice,bob,sent,@4d50efb8;@3dfc5fb8,javax.crypto.SealedObject
5,0,bob,alice,received,@4d50efb8;@3dfc5fb8,javax.crypto.SealedObject
5,0,bob,-,inv_check,@59ec2012;@4cf777e8,anbxj.Crypto_SealedPair.toString
5,1,bob,charlie,sent,@59ec2012;@4cf777e8,javax.crypto.SealedObject
5,1,charlie,bob,received,@59ec2012;@4cf777e8,javax.crypto.SealedObject
5,1,charlie,-,eq_check,charlie,java.lang.String.toString
5,1,charlie,-,eq_check,,sun.security.rsa.RSAPublicKeyImpl.toString
5,2,charlie,-,generateNumber,X13,anbxj.Crypto_ByteArray
5,2,charlie,-,generateNumber,X14,anbxj.Crypto_ByteArray
5,2,charlie,-,AnBx_Params,alice;david;charlie;X14;X12,anbxj.AnBx_Params
5,2,charlie,bob,sent,@cd2dae5;@3d99d22e,javax.crypto.SealedObject
5,2,bob,charlie,received,@cd2dae5;@3d99d22e,javax.crypto.SealedObject
5,2,bob,-,inv_check,@1ce92674;@5700d6b1,anbxj.Crypto_SealedPair.toString
5,3,bob,alice,sent,@1ce92674;@5700d6b1,javax.crypto.SealedObject
5,3,alice,bob,received,@1ce92674;@5700d6b1,javax.crypto.SealedObject
5,3,alice,-,eq_check,alice,java.lang.String.toString
5,3,alice,-,eq_check,charlie,java.lang.String.toString
5,3,alice,-,eq_check,david,java.lang.String.toString
5,3,alice,-,eq_check,X12,anbxj.Crypto_ByteArray.toString
5,4,alice,-,AnBx_Params,alice;david;charlie;X14;X12,anbxj.AnBx_Params
5,4,alice,bob,sent,@436e852b;@37d31475,javax.crypto.SealedObject
5,4,bob,alice,received,@436e852b;@37d31475,javax.crypto.SealedObject
5,4,bob,-,inv_check,@31a5c39e;@3f49dace,anbxj.Crypto_SealedPair.toString
5,5,bob,david,sent,@31a5c39e;@3f49dace,javax.crypto.SealedObject
5,5,david,bob,received,@31a5c39e;@3f49dace,javax.crypto.SealedObject
5,5,david,-,inv_check,X14,anbxj.Crypto_ByteArray.toString
5,5,david,-,inv_check,X12,anbxj.Crypto_ByteArray.toString
5,5,david,-,eq_check,alice,java.lang.String.toString
5,5,david,-,eq_check,david,java.lang.String.toString
5,6,david,-,AnBx_Params,alice;david,anbxj.AnBx_Params
5,6,david,-,AnBx_Params,@25bbe1b6;X12,anbxj.AnBx_Params
5,6,david,bob,sent,@64bfbc86;@20322d26,javax.crypto.SealedObject
5,6,bob,david,received,@64bfbc86;@20322d26,javax.crypto.SealedObject
5,6,bob,-,inv_check,@72d818d1;@6e06451e,anbxj.Crypto_SealedPair.toString
5,7,bob,alice,sent,@72d818d1;@6e06451e,javax.crypto.SealedObject
5,7,alice,bob,received,@72d818d1;@6e06451e,javax.crypto.SealedObject
5,7,alice,-,AnBx_Params,@6b57696f;X12,anbxj.AnBx_Params
5,7,alice,-,inv_check,@6b57696f,java.security.SignedObject.toString
5,7,alice,-,AnBx_Params,@6b9651f3;X12,anbxj.AnBx_Params
5,7,alice,-,eq_check,X12,anbxj.Crypto_ByteArray.toString
5,7,alice,-,AnBx_Params,alice;david,anbxj.AnBx_Params
5,7,alice,-,eq_check,alice,java.lang.String.toString
5,7,alice,-,eq_check,david,java.lang.String.toString
5,7,alice,-,eq_check,alice;david,anbxj.AnBx_Params.toString
5,8,alice,-,AnBx_Params,@6b57696f;X12,anbxj.AnBx_Params
5,8,alice,bob,sent,@45820e51;@60285225,javax.crypto.SealedObject
5,8,bob,alice,received,@45820e51;@60285225,javax.crypto.SealedObject
5,8,bob,-,inv_check,@13805618;@56ef9176,anbxj.Crypto_SealedPair.toString
5,9,bob,charlie,sent,@13805618;@56ef9176,javax.crypto.SealedObject
5,9,charlie,bob,received,@13805618;@56ef9176,javax.crypto.SealedObject
5,9,charlie,-,inv_check,alice,java.lang.String.toString
5,9,charlie,-,inv_check,@3224f60b,java.security.SignedObject.toString
5,9,charlie,-,inv_check,X12,anbxj.Crypto_ByteArray.toString
5,9,charlie,-,eq_check,charlie,java.lang.String.toString
5,9,charlie,-,eq_check,X12,anbxj.Crypto_ByteArray.toString
5,9,charlie,-,eq_check,X12,anbxj.Crypto_ByteArray.toString
5,9,charlie,-,AnBx_Params,alice;david,anbxj.AnBx_Params
5,9,charlie,-,eq_check,alice,java.lang.String.toString
5,9,charlie,-,eq_check,david,java.lang.String.toString
5,9,charlie,-,eq_check,alice;david,anbxj.AnBx_Params.toString
5,10,charlie,bob,sent,@9660f4e;@4bbfb90a,javax.crypto.SealedObject
5,10,bob,charlie,received,@9660f4e;@4bbfb90a,javax.crypto.SealedObject
5,10,bob,-,inv_check,@5702b3b1;@69ea3742,anbxj.Crypto_SealedPair.toString
5,11,bob,alice,sent,@5702b3b1;@69ea3742,javax.crypto.SealedObject
5,11,alice,bob,received,@5702b3b1;@69ea3742,javax.crypto.SealedObject
5,11,alice,-,inv_check,X13,anbxj.Crypto_ByteArray.toString
